City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2020-03-07,14.26,24.49,2.46,,8.65,10.4,0.52,12.13,26.65,0.13,0.29,0.1,35.0,Good
Amaravati,2020-03-08,10.28,22.95,2.09,8.15,10.24,8.47,0.49,29.5,24.62,0.1,0.42,0.1,35.0,Good
Amaravati,2020-03-09,12.37,22.79,3.17,9.77,12.94,9.65,0.54,18.18,19.25,0.09,0.69,0.1,42.0,Good
Amaravati,2020-03-10,10.63,22.11,2.43,7.78,,9.32,0.46,25.19,24.48,0.09,0.56,0.1,35.0,Good
Amaravati,2020-03-11,11.08,19.3,2.13,,8.120000000000001,8.81,0.48,20.86,23.99,0.03,0.33,,35.0,Good
Amaravati,2020-03-12,12.73,24.73,2.25,5.62,7.87,10.53,0.49,17.37,25.1,0.01,0.26,,38.0,Good
Amaravati,2020-03-13,18.17,33.52,2.24,5.74,7.98,9.23,0.45,14.83,25.04,0.02,0.24,,35.0,Good
Amaravati,2020-03-14,23.78,44.16,1.98,8.07,10.05,9.98,0.49,21.65,27.22,0.11,0.65,0.18,48.0,Good
Amaravati,2020-03-15,25.83,45.42,2.21,7.94,10.15,9.82,0.47,22.1,28.67,0.18,0.78,0.19,48.0,Good
Amaravati,2020-03-16,27.28,47.52,2.65,9.42,12.07,10.82,0.57,19.49,28.25,0.19,0.88,0.13,48.0,Good
Amaravati,2020-03-17,31.49,49.92,1.93,8.93,10.86,10.09,0.64,19.67,34.5,0.18,0.6,0.1,54.0,Satisfactory
Amaravati,2020-03-18,19.45,36.11,2.41,9.54,11.95,9.35,0.58,16.2,31.44,0.11,0.56,0.1,48.0,Good
Amaravati,2020-03-19,18.86,35.92,,8.13,10.450000000000001,9.31,0.55,19.8,32.35,0.1,0.56,0.1,51.0,Satisfactory
Amaravati,2020-03-20,15.23,28.92,,7.4,9.540000000000001,10.07,0.49,25.54,28.78,0.08,0.51,0.1,43.0,Good
Amaravati,2020-03-21,13.9,26.07,1.78,5.15,6.930000000000001,8.51,0.49,23.29,25.43,0.04,0.29,0.15,37.0,Good
Amaravati,2020-03-22,25.49,42.7,1.46,4.19,5.65,10.08,0.48,23.0,27.87,0.05,0.24,,39.0,Good
Amaravati,2020-03-23,26.01,50.98,1.54,4.65,6.19,8.62,0.45,24.44,29.73,0.07,0.33,0.1,51.0,Satisfactory
